name,r1,r2,n_members,members,nodes_explored,min_relator_length
ac19_106,YXXyx,YYYYYYYXyyyyyyx,14,590 591 592 593 594 595 596 597 600 603 604 605 610 613,1000,17
ac19_109,YXXyx,YYYYYYYYXyyyyyyyx,10,616 617 618 619 620 621 622 623 624 625,1000,18
ac19_112,YXXyx,YYYXYYXYxyXyXyyXyX,1,634,1000,18
ac19_175,YXYXyx,YYYYXyyyXXXYx,2,698 66077,1000,17
ac19_208,YXXyx,YYXYYxyyxxyxxxx,2,732 2618,1000,16
ac19_239,YXXYxxyx,YYxxxYxxyXXYx,2,766 144672,1000,19
ac19_286,YXXyx,YYYYXyyyxyXyXX,1,814,1000,17
ac19_365,YXXyx,YYYYXyxyXyXXXXX,2,895 99139,1000,17
ac19_384,YXYXyx,YYYXyxyXyXXXYYx,2,914 8983,1000,17
ac19_427,YXXXyxx,YYXXyXYXyx,13,957 7379 15149 15534 30321 87655 91037 99920 104551 110438 114335 121964 156037,1000,16
ac19_434,YXXyx,YYYYYYXyxyyxxyyx,1,964,1000,17
ac19_527,YXyXXyx,YYxyxYxyxyxYXYXyxYx,1,1062,1000,17
ac19_557,YXXyx,YYYYYYXyyXyyyX,2,1093 44948,1000,16
ac19_567,YXXXyxx,YYXyxYXXyx,20,1103 6120 18926 22121 22549 29399 40781 52256 56825 72223 73391 74778 79137 89646 90670 102098 106371 116647 126452 138344,1000,16
ac19_573,YXXYxxyx,YYXXXyyxxyxYx,1,1109,1000,15
ac19_580,YXYXyx,YYYYxxYXyxyyXyX,1,1116,1000,17
ac19_718,YXYXyx,YYYYxxYXyXyXX,2,1257 74614,1000,18
ac19_763,YXYXyx,YYYYYXyXXXXYYXX,2,1306 98919,1000,17
ac19_823,YXYXyx,YYYxyXXXyXXYx,2,1370 113209,1000,16
ac19_833,YXXyx,YYYYXyxxyxyyyXXX,2,1381 128078,1000,17
ac19_941,YXXyx,YYYXyyyXyXXYYX,2,1498 62353,1000,17
ac19_991,YXYXyx,YYYYYXXXXXXYXYxyX,2,1548 128745,1000,17
ac19_1006,YXYXyx,YYYXXXyXXXYYxyx,1,1564,1000,16
ac19_1071,YXXyx,YYYXyyxyXyxxxYYx,2,1631 23232,1000,18
ac19_1205,YXXyx,YYYXYXyxyXyyyXXX,1,1773,1000,17
ac19_1331,YXYXyx,YYYXYYxxxyXyyXX,2,1909 73620,1000,17
ac19_1345,YXyXXXyx,YYXyXYXyXYxxyxxyX,1,1924,1000,17
