name,r1,r2,n_members,members,nodes_explored,min_relator_length
ac19_12445,YYXXYx,YYYxyyxyXyX,1,15526,5000000,17
ac19_14060,YXXXyXyx,YYxyxxYXyxx,2,17769 63585,5000000,19
ac19_15507,YYXXyxx,YYYYYYXYxYYYYX,1,19903,5000000,16
ac19_15866,YXXXyXYx,YXyxxxyxx,1,20430,5000000,17
ac19_16286,YYXXXXyx,YYXXXYXXyXX,4,21044 46185 51554 140735,5000000,17
ac19_20270,YYXXXYxx,YYYXXXyxyyxyx,1,27180,5000000,19
ac19_23156,YYXXyxx,YYYxYXYYX,1,31848,5000000,16
ac19_27187,YYXXXXyXX,YYXXyxxxxxxyXXX,2,38929 151459,5000000,20
ac19_27254,YXXXyXYx,YXXyxxxxyxx,1,39050,5000000,19
ac19_28131,YYXXXXyx,YXXyXXXYx,4,40647 62350 130941 137795,5000000,17
ac19_28510,YYXXyxx,YYYYYYXYXYYx,1,41313,5000000,16
ac19_31298,YYXXYx,YYYXYYxYXyX,1,46444,5000000,17
ac19_36350,YYXXXYxx,YYYYXXXyxyxYYYX,1,56611,5000000,19
ac19_40312,YXXXXyXyx,YXXYxxxyxx,1,65053,5000000,19
ac19_44158,YYXXXyX,YXyxxxxYXXXyx,1,73915,5000000,16
ac19_44381,YXXYXXyxx,YXyXyxxxxx,1,74462,5000000,19
ac19_46363,YXXXyXyxxx,YYYXYxYxxxx,1,79238,5000000,17
ac19_50841,YXXyXyxx,YYYxxxYYx,2,90583 139445,5000000,17
ac19_50892,YYXXXXyXX,YXXyXXYxxxxxxyX,1,90721,5000000,20
ac19_51034,YYXXXXYX,YYYXYXyyX,1,91095,5000000,17
ac19_54835,YYXXYx,YYYXYxxyXyX,1,101578,5000000,17
ac19_55019,YXXXXyxYx,YXXYXXyXYxYXXX,2,102092 143359,5000000,19
ac19_56970,YYXXyxx,YYYYXXYxYYxYx,1,107601,5000000,16
ac19_57992,YYXXXYxx,YYYXYYXXyyxyx,1,110483,5000000,19
ac19_59576,YYXXXXyx,YXyxxxYXXyx,1,115001,5000000,17
ac19_61253,YYXXyxx,YYYYYYXYXYxxYYX,1,120061,5000000,16
ac19_65206,YYXXXYxx,YYXYYxxyXYX,1,132233,5000000,19
ac19_65753,YXXYxYxxx,YYYYXyXyxxx,1,133893,5000000,17
ac19_67055,YYXXXyx,YXyxxxxxyXyxx,2,137936 144949,5000000,19
ac19_67987,YYXXyxx,YYXXYYxYYxYx,1,141054,5000000,16
ac19_7284,YYXXXyXX,YXyxYXXXyxx,3,8769 16286 101025,5000000,17
