name,r1,r2,n_members,members,nodes_explored,min_relator_length
ac19_1007,YYXXXyX,YXYxyXXX,21,1565 4370 9506 9997 21216 27617 44872 44979 44992 47437 51259 73326 77466 81725 87174 93048 112825 116414 131870 132881 143110,10000,15
ac19_10118,YYXXXYX,YYYXyXyx,4,12392 56883 118423 154501,10000,15
ac19_10129,YXyXXXyx,YYXXyXyxyXX,1,12410,10000,17
ac19_103,YYXXXXyX,YXXXXXXyxxxxx,9,573 584 27118 45332 45525 82259 113134 138359 151580,10000,15
ac19_10460,YXXXXyXYx,YXXyxxxxyx,3,12864 43091 138780,10000,15
ac19_10469,YXyXYxx,YYYYYYXyxx,1,12873,10000,16
ac19_10499,YXXXyXYx,YYXXXXXYXXXyx,2,12909 32271,10000,15
ac19_10584,YXXYxxyxx,YXXyXXXyxxYXXyxx,1,13014,10000,19
ac19_1062,YXXYx,YYXYYXyxYYxyyX,1,1622,10000,18
ac19_10775,YYXXXyx,YXYXyXXYx,2,13251 134139,10000,16
ac19_10811,YXXYxxyx,YYYxxxxyXXXYx,1,13293,10000,14
ac19_10826,YYXXyxx,YYYYYXYxyx,3,13314 16600 141876,10000,15
ac19_109,YXXyx,YYYYYYYYXyyyyyyyx,10,616 617 618 619 620 621 622 623 624 625,10000,20
ac19_11074,YYXXXXyx,YYXXXYXyX,4,13643 28966 41829 141624,10000,15
ac19_11261,YXXXYxxxyx,YYxxxyXYxyX,16,13900 26053 29687 29958 31142 35951 38230 68446 68988 71089 82658 87205 110097 114112 118190 153943,10000,15
ac19_11288,YXYxyx,YYYXyXyxxxYYxYx,1,13933,10000,19
ac19_11612,YXXYXXyx,YYYXyxxyXXX,2,14362 23070,10000,17
ac19_11628,YXXyXYx,YYxyXXXX,7,14382 15683 51319 88868 104908 130894 149689,10000,15
ac19_11809,YXXYx,YYYXYxyXYXyyyx,1,14636,10000,18
ac19_11953,YXXXyXyX,YYxxYxxyxyX,1,14840,10000,19
ac19_12086,YXXyxYx,YYYXYxxxYYX,1,15023,10000,16
ac19_12112,YYXXXXyx,YXYxxyXXX,3,15060 58409 110734,10000,17
ac19_12148,YYXXYxyxYxyxx,YYXyXYXyxYxyxx,1,15115,10000,15
ac19_12445,YYXXYx,YYYxyyxyXyX,1,15526,10000,17
ac19_12520,YYXXXYX,YYXYxyXXyx,3,15626 60967 88358,10000,17
ac19_12559,YYXXYYx,YYYXYXXYxx,3,15680 90495 103886,10000,16
ac19_12702,YXyXXXyx,YYXYxxxyXXyyx,1,15885,10000,17
ac19_12831,YXXyXyX,YYXyxyXXyX,6,16075 40945 73953 75977 118510 149135,10000,15
ac19_12878,YXXYXXyX,YXXXXXyXXYx,1,16138,10000,14
ac19_12979,YYXXXYx,YYXYYxYXyyXyx,1,16269,10000,14
