name,r1,r2,n_members,members,nodes_explored,min_relator_length
ac19_7284,YYXXXyXX,YXyxYXXXyxx,3,8769 16286 101025,100000,17
ac19_10584,YXXYxxyxx,YXXyXXXyxxYXXyxx,1,13014,100000,19
ac19_12445,YYXXYx,YYYxyyxyXyX,1,15526,100000,17
ac19_14060,YXXXyXyx,YYxyxxYXyxx,2,17769 63585,100000,19
ac19_16286,YYXXXXyx,YYXXXYXXyXX,4,21044 46185 51554 140735,100000,17
ac19_20270,YYXXXYxx,YYYXXXyxyyxyx,1,27180,100000,19
ac19_26211,YXXXyXyx,YYxyxYXXyxx,1,37189,100000,17
ac19_26598,YYXXXyxyxYx,YYXXXXyxyxyx,1,37891,100000,17
ac19_27254,YXXXyXYx,YXXyxxxxyxx,1,39050,100000,19
ac19_27551,YXXYxxyxx,YYxxYxxxxx,1,39609,100000,19
ac19_27683,YXYxyx,YYXXyXyxxxYxx,2,39837 78449,100000,17
ac19_28131,YYXXXXyx,YXXyXXXYx,4,40647 62350 130941 137795,100000,17
ac19_28930,YXYxyx,YYXXyxxxYxxYx,2,42081 88422,100000,17
ac19_31298,YYXXYx,YYYXYYxYXyX,1,46444,100000,17
ac19_36350,YYXXXYxx,YYYYXXXyxyxYYYX,1,56611,100000,19
ac19_39288,YYXXXYx,YYxyxyXyXyx,1,62834,100000,17
ac19_40312,YXXXXyXyx,YXXYxxxyxx,1,65053,100000,19
ac19_42768,YXXYxxyxx,YYXXyXyxxYxx,1,70647,100000,19
ac19_43611,YYXXXYx,YYxYxYXYXXXX,1,72661,100000,17
ac19_44381,YXXYXXyxx,YXyXyxxxxx,1,74462,100000,19
ac19_45019,YXXYXXyxx,YYXyXyxxxyxx,1,75963,100000,17
ac19_45978,YXXYxxyxx,YYXXyxxYxxxxx,1,78292,100000,19
ac19_46363,YXXXyXyxxx,YYYXYxYxxxx,1,79238,100000,17
ac19_49095,YYXXXYx,YYXyxYXYXyx,1,86209,100000,17
ac19_50841,YXXyXyxx,YYYxxxYYx,2,90583 139445,100000,17
ac19_51034,YYXXXXYX,YYYXYXyyX,1,91095,100000,17
ac19_54616,YYXYYXXXyX,YYXYXXXYYXXXX,1,100913,100000,17
ac19_54765,YYXXXYx,YYYYXXYXYYYXX,1,101379,100000,17
ac19_54835,YYXXYx,YYYXYxxyXyX,1,101578,100000,17
ac19_55019,YXXXXyxYx,YXXYXXyXYxYXXX,2,102092 143359,100000,19
ac19_57992,YYXXXYxx,YYYXYYXXyyxyx,1,110483,100000,19
ac19_59576,YYXXXXyx,YXyxxxYXXyx,1,115001,100000,17
ac19_65206,YYXXXYxx,YYXYYxxyXYX,1,132233,100000,19
ac19_65753,YXXYxYxxx,YYYYXyXyxxx,1,133893,100000,17
ac19_67055,YYXXXyx,YXyxxxxxyXyxx,2,137936 144949,100000,19
ac19_68854,YXXXyXXyx,YYxyxxYXyx,1,143855,100000,19
ac19_70028,YXXYxxyxx,YYXXyXXXyxxxx,1,147594,100000,19
ac19_72113,YXXYXXyxx,YYYXyXyxyxx,1,154435,100000,17
ac19_72328,YYXXyxx,YYYYYXYxyX,1,155161,100000,17
