name,r1,r2,n_members,members,nodes_explored,min_relator_length
ac19_78,YXXyx,YYYYYXyyyyx,27,412 414 416 417 420 422 424 431 537 541 544 545 551 554 2158 5265 20703 25130 26938 41672 74034 83587 112237 114175 122152 130731 150529,501,15
ac19_88,YXXyx,YYYYYYXyyyyyx,20,464 466 559 560 562 564 565 566 569 572 575 576 582 588 18756 42582 80564 95063 95680 130078,501,17
ac19_99,YYXXyxx,YXXXXXXXXyxxxxxxx,6,527 529 628 629 630 633,501,19
ac19_100,YYXXXyX,YXXXXyxxxxx,13,539 540 549 550 552 556 50416 79095 113032 117204 124797 128356 131135,501,15
ac19_102,YYXXyx,YXXXXXXyxxxxx,25,561 563 567 568 570 571 577 578 583 587 11472 11834 14204 21343 24188 35475 49465 50731 73750 75659 86012 100133 106665 138840 147941,501,15
ac19_103,YYXXXXyX,YXXXXXXyxxxxx,9,573 584 27118 45332 45525 82259 113134 138359 151580,501,17
ac19_105,YYXXXXyX,YXXXXXyxxxxxx,6,581 586 60449 71264 98145 132273,501,17
ac19_106,YXXyx,YYYYYYYXyyyyyyx,14,590 591 592 593 594 595 596 597 600 603 604 605 610 613,501,18
ac19_107,YYXXXyX,YXXXXXXyxxxxxxx,6,598 602 607 608 611 615,501,15
ac19_109,YXXyx,YYYYYYYYXyyyyyyyx,10,616 617 618 619 620 621 622 623 624 625,501,21
ac19_110,YYXXXXyX,YXXXXXXXXyxxxxxxx,2,626 632,501,15
ac19_112,YXXyx,YYYXYYXYxyXyXyyXyX,1,634,501,18
ac19_113,YXyXXyx,YYYxxxyXyyX,6,635 25772 38420 41490 50383 68259,501,16
ac19_130,YXYXyx,YYYxxYxyXXyyX,2,652 50815,501,19
ac19_134,YYXXYXyyx,YYYXXXYXyyX,4,656 46796 68445 138605,501,17
ac19_139,YXXyx,YYYXyyyXXXXXyXX,2,661 135375,501,19
ac19_162,YXXyx,YYYYXYxyyyyx,15,685 17117 19194 83609 85545 85600 92345 126028 126551 129251 131672 135725 138135 148921 150837,501,16
ac19_164,YYXXXYx,YYxYXXYXX,13,687 4043 13503 39667 48203 48271 68500 108623 109626 115746 141149 143401 149827,501,16
ac19_175,YXYXyx,YYYYXyyyXXXYx,2,698 66077,501,19
ac19_177,YXXXXyXYx,YXXyxYXXXX,10,700 32509 34787 60573 73698 99467 105028 107113 122978 155252,501,16
ac19_183,YYXXyxx,YYYXYYXyx,10,707 22315 65746 67431 75660 80216 83459 101643 103856 134094,501,16
ac19_185,YYXXXyx,YXXXXXYxx,20,709 10265 21266 34872 35848 40921 42396 47221 49437 73185 82256 98631 119693 123085 123726 129302 132448 136886 147088 150025,501,14
ac19_193,YXXYXXyX,YXXXXXyXYxx,6,717 64525 96618 101148 102800 119085,501,13
ac19_202,YXXXyxx,YYXyxYxyxxx,4,726 77026 98803 149949,501,16
ac19_208,YXXyx,YYXYYxyyxxyxxxx,2,732 2618,501,19
ac19_226,YXYXyx,YYXXyXyxxYxyx,10,753 15459 23200 75966 85430 91524 98723 119404 133935 156512,501,15
ac19_227,YXYXyx,YYXyXXyyxxx,5,754 4010 33778 55438 63321,501,17
ac19_230,YYXXyxx,YYYXYXYYx,3,757 9687 50211,501,16
ac19_239,YXXYxxyx,YYxxxYxxyXXYx,2,766 144672,501,19
ac19_240,YXXXyXyx,YYXYxxxyXyx,2,767 41219,501,14
ac19_242,YXYXyx,YYXyXyyxyxxYx,2,769 35507,501,19
ac19_243,YXXyx,YYYXYXyyyXyXYX,3,770 29140 46187,501,15
ac19_252,YYXXyx,YYXXYxxxxyXXX,3,779 67776 97185,501,15
ac19_253,YXXXyxYx,YYXYXYYXX,5,780 30084 83625 94593 118365,501,17
ac19_286,YXXyx,YYYYXyyyxyXyXX,1,814,501,17
