name,r1,r2,n_members,members,nodes_explored,min_relator_length
ac19_175,YXYXyx,YYYYXyyyXXXYx,2,698 66077,2144,2
ac19_239,YXXYxxyx,YYxxxYxxyXXYx,2,766 144672,2024,2
ac19_427,YXXXyxx,YYXXyXYXyx,13,957 7379 15149 15534 30321 87655 91037 99920 104551 110438 114335 121964 156037,1208,2
ac19_527,YXyXXyx,YYxyxYxyxyxYXYXyxYx,1,1062,3070,2
ac19_567,YXXXyxx,YYXyxYXXyx,20,1103 6120 18926 22121 22549 29399 40781 52256 56825 72223 73391 74778 79137 89646 90670 102098 106371 116647 126452 138344,1176,2
ac19_573,YXXYxxyx,YYXXXyyxxyxYx,1,1109,1261,2
ac19_580,YXYXyx,YYYYxxYXyxyyXyX,1,1116,1847,2
ac19_823,YXYXyx,YYYxyXXXyXXYx,2,1370 113209,1308,2
ac19_1006,YXYXyx,YYYXXXyXXXYYxyx,1,1564,4200,2
ac19_1331,YXYXyx,YYYXYYxxxyXyyXX,2,1909 73620,7899,2
ac19_1345,YXyXXXyx,YYXyXYXyXYxxyxxyX,1,1924,9048,2
ac19_1349,YXYXyx,YYYYYYxyXXYXyXX,1,1928,8927,2
ac19_1375,YXXyXYx,YYxyXyXYXYX,3,1954 7373 130867,1634,2
ac19_1394,YXXXyxYx,YYXYXYxyX,1,1974,1853,2
ac19_1520,YXYXyx,YYYYxxyXXXXYXyX,1,2106,4273,2
ac19_1533,YXyXXXyx,YYXyxYxxyyxYx,1,2120,4878,2
ac19_1592,YXYXyx,YYYXyXXyXXYYxyx,1,2183,1521,2
ac19_1601,YYXXXXXXyXX,YXyXXYxxxxxxyXX,1,2193,2118,2
ac19_1865,YXYXyx,YYYYYXXXXXXYX,3,2471 10434 141740,9690,2
ac19_1889,YXYXyx,YYYxyxYYXyXyyXX,2,2495 106307,1669,2
ac19_1903,YXYXyx,YYYYXYxyyyXXXYx,2,2511 117588,2660,2
ac19_1909,YXyXXyx,YYYxyxyxxYx,3,2517 93240 150550,1750,2
ac19_1926,YXyXXXyX,YYXXXyXyxyXXX,1,2535,1040,2
